seq;GEORGE
10047;NÃO
10046;NÃO
10658;Não
10639;Não
10638;Não
10042;SIM
10041;NÃO
10626;Não
10039;SIM
10038;SIM
10605;Não
10588;Não
10587;Não
10586;Não
10033;SIM
10032;SIM
10031;NÃO
10030;NÃO
10575;Não
10027;SIM
10026;SIM
10560;Não
10024;SIM
10546;Não
10529;Não
10021;SIM
10020;SIM
10461;Não
10438;Não
10437;Não
10433;Não
10432;Não
10013;SIM
10012;SIM
10011;SIM
10010;SIM
10009;SIM
10430;Não
10007;SIM
10428;Não
10427;Não
10004;SIM
10003;NÃO
10426;Não
10422;Não
10420;Não
10406;Não
10400;Não
10398;Não
9996;SIM
9995;SIM
9994;SIM
9993;SIM
9992;SIM
10397;Não
9990;SIM
10366;Não
10365;Não
9987;SIM
9986;SIM
9985;SIM
9984;SIM
9983;SIM
10357;Não
10356;Não
10354;Não
10353;Não
9977;SIM
10700;Não
10698;Não
10696;Não
10693;Não
10690;Não
10689;Não
10685;Não
10679;Não
9968;SIM
10677;Não
10719;NÃO
10717;NÃO
10716;SIM
10673;Não
10664;Não
10713;NÃO
10712;NÃO
10711;NÃO
10710;NÃO
10663;Não
10662;Não
10707;SIM
10659;Não
10705;SIM
10704;SIM
10658;Não
10702;SIM
10701;SIM
10639;Não
10638;Não
10626;Não
10697;SIM
10605;Não
10695;SIM
10588;Não
10587;Não
10692;SIM
10691;SIM
10586;Não
10575;Não
10560;Não
10686;SIM
10546;Não
10529;Não
10461;Não
10438;Não
10437;Não
10433;Não
10432;Não
10430;Não
10428;Não
10675;SIM
10674;SIM
10427;Não
10672;SIM
10671;SIM
10426;Não
10422;Não
10420;Não
10667;NÃO
10666;NÃO
10665;NÃO
10406;Não
10400;Não
10398;Não
10397;Não
10366;Não
10365;Não
10357;Não
10356;Não
10354;Não
10353;Não
10778;Não
10777;Não
10774;Não
10651;SIM
10650;SIM
10767;Não
10762;Não
10647;SIM
10646;SIM
10645;SIM
10644;SIM
10643;SIM
10738;Não
10778;Não
10777;Não
10774;Não
10767;Não
10636;SIM
10635;SIM
10634;SIM
10633;SIM
10762;Não
10738;Não
24830;Não
24712;Não
24830;Não
10627;SIM
24712;Não
10625;NÃO
10624;NÃO
10623;NÃO
10622;NÃO
10621;NÃO
10620;NÃO
10619;NÃO
10618;NÃO
55203;Não
55200;Não
55203;Não
55200;Não
9959;Não
10612;SIM
9947;Não
9920;Não
9959;Não
9947;Não
9920;Não
10604;SIM
10121;Não
10036;Não
10121;Não
10036;Não
150;Não
135;Não
10597;NÃO
10596;NÃO
10595;NÃO
10594;NÃO
10593;NÃO
10592;SIM
150;Não
10590;NÃO
135;Não
45422;Não
45407;Não
45405;Não
45354;Não
45342;Não
10583;NÃO
45422;Não
45407;Não
45405;Não
45354;Não
45342;Não
161;Não
161;Não
11204;Não
11203;Não
11200;Não
11199;Não
11204;Não
11203;Não
11200;Não
11199;Não
24548;Não
24548;Não
10564;SIM
24596;Não
24596;Não
39598;Não
10557;SIM
39598;Não
10548;NÃO
10547;NÃO
10576;Não
10576;Não
42892;Não
41922;Não
42892;Não
41922;Não
24788;Não
24788;Não
246;Não
218;Não
211;Não
210;Não
98;Não
82;Não
80;Não
75;Não
44;Não
246;Não
218;Não
10526;SIM
10525;SIM
10524;NÃO
10523;NÃO
211;Não
210;Não
10520;SIM
98;Não
82;Não
10517;SIM
80;Não
75;Não
44;Não
10758;Não
10757;Não
10755;Não
10758;Não
10757;Não
10508;NÃO
10507;NÃO
10755;Não
12893;Não
12892;Não
10503;NÃO
10502;NÃO
12893;Não
12892;Não
158;Não
156;Não
158;Não
156;Não
10495;SIM
10483;Não
10469;Não
10483;Não
10469;Não
10489;SIM
10488;SIM
24592;Não
10486;NÃO
24592;Não
10484;SIM
239;Não
207;Não
10481;SIM
10480;NÃO
198;Não
10478;NÃO
10477;NÃO
10476;SIM
10475;SIM
10474;NÃO
10473;NÃO
172;Não
138;Não
137;Não
54;Não
34;Não
32;Não
27;Não
26;Não
10464;SIM
10463;SIM
10462;SIM
25;Não
20;Não
17;Não
14;Não
5;Não
4;Não
239;Não
207;Não
198;Não
172;Não
138;Não
137;Não
54;Não
34;Não
32;Não
27;Não
26;Não
25;Não
20;Não
17;Não
14;Não
5;Não
4;Não
7988;Não
10436;SIM
7988;Não
10028;Não
10028;Não
38956;Não
10431;SIM
38457;Não
38956;Não
38457;Não
40529;Não
40529;Não
10425;SIM
41101;Não
41101;Não
41792;Não
10421;SIM
41681;Não
10419;SIM
10418;SIM
41792;Não
41681;Não
12921;Não
12918;Não
12917;Não
10412;SIM
12921;Não
12918;Não
12917;Não
12904;Não
12904;Não
13017;Não
13017;Não
10404;SIM
10403;SIM
10402;SIM
10401;SIM
12915;Não
12915;Não
25501;Não
25501;Não
256;Não
255;Não
253;Não
252;Não
10388;NÃO
10387;NÃO
10386;NÃO
10385;NÃO
10384;NÃO
256;Não
10382;SIM
10380;SIM
10379;SIM
10378;SIM
255;Não
10376;SIM
10375;SIM
10374;SIM
10373;SIM
10372;SIM
253;Não
252;Não
24593;Não
24593;Não
24577;Não
24559;Não
24577;Não
24559;Não
9991;Não
10361;SIM
10360;SIM
10359;SIM
10358;SIM
9991;Não
24169;Não
24169;Não
233;Não
231;Não
230;Não
10351;SIM
233;Não
10349;NÃO
10348;SIM
10347;SIM
10345;NÃO
10344;NÃO
231;Não
230;Não
8603;Não
10719;NÃO
10717;NÃO
10716;SIM
8602;Não
8425;Não
10713;NÃO
10712;NÃO
10711;NÃO
10710;NÃO
8603;Não
8602;Não
10707;SIM
8425;Não
10705;SIM
10704;SIM
9218;Não
10702;SIM
10701;SIM
9217;Não
9085;Não
9078;Não
10697;SIM
8969;Não
10695;SIM
8958;Não
9218;Não
10692;SIM
10691;SIM
9217;Não
9085;Não
9078;Não
10686;SIM
8969;Não
8958;Não
10014;Não
10014;Não
10748;Não
10748;Não
28044;Não
28044;Não
39199;Não
10675;SIM
10674;SIM
39190;Não
10672;SIM
10671;SIM
39189;Não
38219;Não
37930;Não
10667;NÃO
10666;NÃO
10665;NÃO
37806;Não
39199;Não
39190;Não
39189;Não
38219;Não
37930;Não
37806;Não
42883;Não
41819;Não
40537;Não
40269;Não
40268;Não
42883;Não
10651;SIM
10650;SIM
41819;Não
40537;Não
10647;SIM
10646;SIM
10645;SIM
10644;SIM
10643;SIM
40269;Não
40268;Não
37600;Não
37600;Não
42886;Sim
10636;SIM
10635;SIM
10634;SIM
10633;SIM
42886;Sim
38148;Sim
38148;Sim
42887;Sim
42885;Sim
10627;SIM
42884;Sim
10625;NÃO
10624;NÃO
10623;NÃO
10622;NÃO
10621;NÃO
10620;NÃO
10619;NÃO
10618;NÃO
42880;Sim
42879;Sim
42868;Sim
42887;Sim
42885;Sim
10612;SIM
42884;Sim
42880;Sim
42879;Sim
42868;Sim
37892;Não
10604;SIM
37892;Não
42820;Não
42820;Não
12999;Não
12982;Não
12981;Não
10597;NÃO
10596;NÃO
10595;NÃO
10594;NÃO
10593;NÃO
10592;SIM
12980;Não
10590;NÃO
12967;Não
12964;Não
12963;Não
12962;Não
12960;Não
12959;Não
10583;NÃO
12937;Não
12933;Não
12926;Não
12925;Não
12897;Não
12772;Não
12999;Não
12982;Não
12981;Não
12980;Não
12967;Não
12964;Não
12963;Não
12962;Não
12960;Não
12959;Não
12937;Não
10564;SIM
12933;Não
12926;Não
12925;Não
10557;SIM
12897;Não
10548;NÃO
10547;NÃO
12772;Não
13132;Não
13124;Não
13123;Não
13122;Não
13132;Não
13124;Não
13123;Não
13122;Não
22246;Sim
21600;Sim
22246;Sim
21600;Sim
42567;Não
42186;Não
42183;Não
42097;Não
42096;Não
42091;Não
10526;SIM
10525;SIM
10524;NÃO
10523;NÃO
42090;Não
42089;Não
10520;SIM
41905;Não
41741;Não
10517;SIM
42567;Não
42186;Não
42183;Não
42097;Não
42096;Não
42091;Não
42090;Não
42089;Não
10508;NÃO
10507;NÃO
41905;Não
41741;Não
42402;Não
10503;NÃO
10502;NÃO
42402;Não
42890;Não
42890;Não
22009;Não
22009;Não
25499;Não
10495;SIM
25499;Não
250;Não
247;Não
245;Não
10489;SIM
10488;SIM
244;Não
10486;NÃO
219;Não
10484;SIM
213;Não
209;Não
10481;SIM
10480;NÃO
199;Não
10478;NÃO
10477;NÃO
10476;SIM
10475;SIM
10474;NÃO
10473;NÃO
196;Não
195;Não
194;Não
192;Não
185;Não
165;Não
164;Não
162;Não
10464;SIM
10463;SIM
10462;SIM
160;Não
159;Não
157;Não
149;Não
143;Não
142;Não
140;Não
132;Não
115;Não
111;Não
109;Não
100;Não
94;Não
91;Não
53;Não
35;Não
29;Não
24;Não
21;Não
16;Não
250;Não
247;Não
245;Não
244;Não
10436;SIM
219;Não
213;Não
209;Não
199;Não
10431;SIM
196;Não
195;Não
194;Não
192;Não
185;Não
10425;SIM
165;Não
164;Não
162;Não
10421;SIM
160;Não
10419;SIM
10418;SIM
159;Não
157;Não
149;Não
143;Não
142;Não
10412;SIM
140;Não
132;Não
115;Não
111;Não
109;Não
100;Não
94;Não
10404;SIM
10403;SIM
10402;SIM
10401;SIM
91;Não
53;Não
35;Não
29;Não
24;Não
21;Não
16;Não
24590;Não
10388;NÃO
10387;NÃO
10386;NÃO
10385;NÃO
10384;NÃO
24590;Não
10382;SIM
10380;SIM
10379;SIM
10378;SIM
238;Não
10376;SIM
10375;SIM
10374;SIM
10373;SIM
10372;SIM
237;Não
236;Não
103;Não
102;Não
101;Não
42;Não
41;Não
40;Não
39;Não
10361;SIM
10360;SIM
10359;SIM
10358;SIM
38;Não
37;Não
238;Não
237;Não
236;Não
103;Não
10351;SIM
102;Não
10349;NÃO
10348;SIM
10347;SIM
10345;NÃO
10344;NÃO
101;Não
42;Não
41;Não
13005;SIM
40;Não
39;Não
38;Não
37;Não
8611;Não
8610;Não
8609;Não
12997;SIM
12996;NÃO
8503;Não
8502;Não
12993;SIM
12992;SIM
12991;SIM
8501;Não
8495;Não
8494;Não
8455;Não
8447;Não
8432;Não
8431;Não
8409;Não
8408;Não
8407;Não
8406;Não
8400;Não
12975;NÃO
8396;Não
8611;Não
8610;Não
12971;SIM
12970;SIM
12969;SIM
12968;SIM
8609;Não
8503;Não
12965;SIM
8502;Não
8501;Não
8495;Não
8494;Não
8455;Não
8447;Não
8432;Não
8431;Não
8409;Não
8408;Não
8407;Não
8406;Não
8400;Não
8396;Não
9875;Não
9875;Não
10240;Não
10155;Não
12946;NÃO
10154;Não
9981;Não
10240;Não
12942;SIM
10155;Não
12940;SIM
10154;Não
9981;Não
10642;Não
10641;Não
10581;Não
10580;Não
10445;Não
10444;Não
10434;Não
10642;Não
10641;Não
10581;Não
10580;Não
10445;Não
10444;Não
10434;Não
11250;Não
11249;Não
12920;NÃO
12919;NÃO
11248;Não
11246;Não
11245;Não
11244;Não
11243;Não
11242;Não
11241;Não
11240;Não
12909;SIM
12908;SIM
12907;SIM
12906;SIM
11239;Não
11238;Não
11237;Não
11236;Não
12901;SIM
11235;Não
11234;Não
11233;Não
11232;Não
11231;Não
11230;Não
12851;SIM
11229;Não
11228;Não
11227;Não
11226;Não
11225;Não
11224;Não
11223;Não
11222;Não
11221;Não
11220;Não
11219;Não
11218;Não
11217;Não
11216;Não
11215;Não
11214;Não
11213;Não
11212;Não
12821;SIM
12820;SIM
11211;Não
11210;Não
11209;Não
11208;Não
11207;Não
11206;Não
11205;Não
12812;SIM
11202;Não
11201;Não
11198;Não
11195;Não
11194;Não
11193;Não
11192;Não
11191;Não
11190;Não
11189;Não
11188;Não
11187;Não
11186;Não
11185;Não
11182;Não
11181;Não
11180;Não
11178;Não
11177;Não
11247;NÃO
11176;Não
11175;Não
11174;Não
11173;Não
11172;Não
11171;Não
11170;Não
11169;Não
11168;Não
11167;Não
11166;Não
11165;Não
11164;Não
11162;Não
11161;Não
11160;Não
11159;Não
11158;Não
11139;Não
11136;Não
11134;Não
11133;Não
11132;Não
11131;Não
11130;Não
11127;Não
11126;Não
11124;Não
11120;Não
11119;Não
11118;Não
11250;Não
11249;Não
11248;Não
11246;Não
11245;Não
11244;Não
11243;Não
11242;Não
11241;Não
11240;Não
11239;Não
11238;Não
11237;Não
11236;Não
11235;Não
11234;Não
11233;Não
11232;Não
11231;Não
11230;Não
11229;Não
11228;Não
11227;Não
11226;Não
11225;Não
11224;Não
11223;Não
11222;Não
11221;Não
11220;Não
11219;Não
11218;Não
11217;Não
11216;Não
11215;Não
11214;Não
11179;NÃO
11213;Não
11212;Não
11211;Não
11210;Não
11209;Não
11208;Não
11207;Não
11206;Não
11205;Não
11202;Não
11201;Não
11198;Não
11195;Não
11194;Não
11193;Não
11192;Não
11191;Não
11190;Não
11189;Não
11188;Não
11187;Não
11186;Não
11185;Não
11182;Não
11181;Não
11180;Não
11178;Não
11177;Não
11176;Não
11175;Não
11174;Não
11173;Não
11172;Não
11171;Não
11170;Não
11169;Não
11168;Não
11167;Não
11166;Não
10784;SIM
10783;SIM
10782;SIM
10781;SIM
11165;Não
11164;Não
11162;Não
11161;Não
11160;Não
10775;NÃO
11159;Não
10773;NÃO
11158;Não
11139;Não
11136;Não
10769;SIM
10768;SIM
11134;Não
10766;SIM
11133;Não
10764;SIM
11132;Não
11131;Não
11130;Não
11127;Não
11126;Não
11124;Não
11120;Não
11119;Não
10749;NÃO
11118;Não
10747;NÃO
10746;NÃO
24586;Não
24584;Não
24581;Não
24579;Não
24576;Não
24571;Não
24565;Não
24563;Não
10737;NÃO
10736;NÃO
10735;NÃO
10734;NÃO
10733;NÃO
10732;NÃO
10731;NÃO
10730;NÃO
24555;Não
24541;Não
24586;Não
10726;SIM
24584;Não
10724;SIM
24581;Não
24579;Não
10721;NÃO
13005;SIM
24576;Não
24571;Não
24565;Não
24563;Não
24555;Não
24541;Não
24572;Não
12997;SIM
12996;NÃO
24572;Não
24513;Não
12993;SIM
12992;SIM
12991;SIM
24513;Não
19838;Não
19838;Não
8857;Não
8791;Não
8766;Não
8687;Não
8607;Não
8584;Não
8583;Não
8857;Não
8791;Não
12975;NÃO
8766;Não
8687;Não
8607;Não
12971;SIM
12970;SIM
12969;SIM
12968;SIM
8584;Não
8583;Não
12965;SIM
9077;Não
8966;Não
8957;Não
8948;Não
8947;Não
8946;Não
8939;Não
8915;Não
8905;Não
9077;Não
8966;Não
8957;Não
8948;Não
8947;Não
8946;Não
8939;Não
8915;Não
8905;Não
12946;NÃO
224;Não
224;Não
24591;Não
12942;SIM
24591;Não
12940;SIM
12831;Sim
12829;Sim
12817;Sim
12811;Sim
12810;Sim
12809;Sim
12795;Sim
12792;Sim
12831;Sim
12829;Sim
12817;Sim
12811;Sim
12810;Sim
12809;Sim
12795;Sim
12792;Sim
8237;Não
8237;Não
12920;NÃO
12919;NÃO
20958;Não
20958;Não
8526;Não
8526;Não
45433;Sim
45380;Sim
45433;Sim
45380;Sim
12909;SIM
12908;SIM
12907;SIM
12906;SIM
55;Não
55;Não
8605;Não
8567;Não
12901;SIM
8605;Não
8567;Não
9901;Não
9901;Não
12839;Não
12837;Não
12851;SIM
12836;Não
12819;Não
12818;Não
12807;Não
12797;Não
12796;Não
12839;Não
12837;Não
12836;Não
12819;Não
12818;Não
12807;Não
12797;Não
12796;Não
13202;Não
13198;Não
13196;Não
13195;Não
12821;SIM
12820;SIM
13167;Não
13202;Não
13198;Não
13196;Não
13195;Não
13167;Não
71;Não
12812;SIM
71;Não
6847;Não
6847;Não
12835;Sim
12830;Sim
12822;Sim
12816;Sim
12801;Sim
12799;Sim
12835;Sim
12830;Sim
12822;Sim
12816;Sim
12801;Sim
12799;Sim
20945;Sim
13206;Sim
13204;Sim
13170;Sim
11247;NÃO
13146;Sim
13143;Sim
13088;Sim
13087;Sim
13086;Sim
13085;Sim
13059;Sim
13056;Sim
13046;Sim
20945;Sim
13206;Sim
13204;Sim
13170;Sim
13146;Sim
13143;Sim
13088;Sim
13087;Sim
13086;Sim
13085;Sim
13059;Sim
13056;Sim
13046;Sim
24790;Sim
24790;Sim
10479;Não
10479;Não
9909;Não
9908;Não
9907;Não
9906;Não
9905;Não
9720;Não
9719;Não
9705;Não
9704;Não
9703;Não
9702;Não
8959;Não
9909;Não
9908;Não
9907;Não
9906;Não
9905;Não
9720;Não
9719;Não
9705;Não
9704;Não
9703;Não
9702;Não
8959;Não
10043;Não
10040;Não
10043;Não
10040;Não
10549;Não
10549;Não
24588;Não
24588;Não
37420;Não
37420;Não
42891;Não
42876;Não
42891;Não
42876;Não
257;Não
257;Não
10756;Não
11179;NÃO
10756;Não
42517;Não
42478;Não
42092;Não
42517;Não
42478;Não
42092;Não
41080;Não
41080;Não
8398;Não
8398;Não
42875;Não
42471;Não
42462;Não
42875;Não
42471;Não
42462;Não
22302;Não
22302;Não
11197;Não
11140;Não
11129;Não
11197;Não
11140;Não
11129;Não
24585;Não
24585;Não
204;Sim
191;Sim
180;Sim
146;Sim
145;Sim
134;Sim
121;Sim
33;Sim
204;Sim
191;Sim
180;Sim
146;Sim
10784;SIM
10783;SIM
10782;SIM
10781;SIM
145;Sim
134;Sim
121;Sim
33;Sim
8834;Sim
10775;NÃO
8834;Sim
10773;NÃO
10252;Sim
10065;Sim
10252;Sim
10769;SIM
10768;SIM
10065;Sim
10766;SIM
10676;Sim
10764;SIM
10655;Sim
10424;Sim
10423;Sim
10676;Sim
10655;Sim
10424;Sim
10423;Sim
11163;Sim
10749;NÃO
11163;Sim
10747;NÃO
10746;NÃO
28537;Sim
28532;Sim
28242;Sim
27271;Sim
27270;Sim
27179;Sim
26558;Sim
26271;Sim
10737;NÃO
10736;NÃO
10735;NÃO
10734;NÃO
10733;NÃO
10732;NÃO
10731;NÃO
10730;NÃO
28537;Sim
28532;Sim
28242;Sim
10726;SIM
27271;Sim
10724;SIM
27270;Sim
27179;Sim
10721;NÃO
26558;Sim
26271;Sim
39406;Sim
39404;Sim
39397;Sim
39386;Sim
39377;Sim
39337;Sim
39335;Sim
39334;Sim
39333;Sim
39304;Sim
26559;NÃO
39303;Sim
39271;Sim
26149;SIM
26148;NÃO
26147;NÃO
39243;Sim
39203;Sim
26144;SIM
39202;Sim
39141;Sim
26141;SIM
26140;SIM
26139;SIM
39140;Sim
26137;SIM
26136;SIM
26135;NÃO
39139;Sim
39138;Sim
26131;SIM
39136;Sim
39135;Sim
39134;Sim
39106;Sim
26126;NÃO
26002;NÃO
25919;SIM
25828;NÃO
25827;NÃO
25826;NÃO
25683;NÃO
25505;NÃO
25504;NÃO
39085;Sim
25502;NÃO
39060;Sim
25500;NÃO
39059;Sim
25498;NÃO
25496;NÃO
39034;Sim
25089;SIM
25054;NÃO
38980;Sim
24828;SIM
24825;SIM
38967;Sim
38963;Sim
38954;Sim
24785;SIM
24784;SIM
24740;SIM
38944;Sim
38875;Sim
38872;Sim
24614;NÃO
38812;Sim
38811;Sim
38810;Sim
38782;Sim
38781;Sim
38764;Sim
38759;Sim
38753;Sim
38752;Sim
24583;NÃO
38751;Sim
24580;SIM
38729;Sim
24578;NÃO
38658;Sim
38651;Sim
24575;NÃO
38650;Sim
38643;Sim
38623;Sim
24570;NÃO
38622;Sim
24568;NÃO
38560;Sim
38542;Sim
24564;NÃO
38522;Sim
38520;Sim
24561;NÃO
24560;NÃO
38519;Sim
24558;NÃO
38518;Sim
24556;SIM
38504;Sim
38503;Sim
24552;NÃO
38501;Sim
38500;Sim
24549;NÃO
38418;Sim
38417;Sim
24544;NÃO
38406;Sim
38343;Sim
24538;NÃO
38326;Sim
24506;NÃO
38275;Sim
38240;Sim
38235;Sim
38234;Sim
38231;Sim
38188;Sim
38182;Sim
38180;Sim
38163;Sim
23064;NÃO
38162;Sim
38093;Sim
38092;Sim
38059;Sim
38054;Sim
23051;NÃO
23047;NÃO
23046;NÃO
38051;Sim
38050;Sim
38049;Sim
23042;NÃO
38048;Sim
38047;Sim
23031;NÃO
38046;Sim
37918;Sim
23027;SIM
23026;SIM
23025;SIM
37917;Sim
23023;SIM
23022;SIM
37916;Sim
37915;Sim
37914;Sim
23018;NÃO
23017;SIM
37913;Sim
37912;Sim
37911;Sim
37876;Sim
22517;NÃO
37875;Sim
37869;Sim
37824;Sim
22275;SIM
37781;Sim
22173;NÃO
22155;NÃO
22154;SIM
22144;SIM
37736;Sim
37735;Sim
37732;Sim
37704;Sim
20961;SIM
37698;Sim
37679;Sim
37662;Sim
20957;SIM
20956;SIM
20955;SIM
20954;SIM
20953;SIM
20952;NÃO
20951;SIM
37549;Sim
37548;Sim
20946;SIM
37488;Sim
37463;Sim
20943;SIM
20942;SIM
20941;SIM
20940;NÃO
20892;SIM
37434;Sim
19949;SIM
37429;Sim
19750;NÃO
19749;NÃO
19748;NÃO
37419;Sim
15373;NÃO
37417;Sim
37415;Sim
37365;Sim
37348;Sim
37347;Sim
37346;Sim
37320;Sim
37316;Sim
37315;Sim
13277;NÃO
37313;Sim
37312;Sim
37273;Sim
37267;Sim
37255;Sim
37244;Sim
37118;Sim
37117;Sim
37109;Sim
37003;Sim
36994;Sim
36976;Sim
36961;Sim
13193;NÃO
13189;NÃO
36943;Sim
36893;Sim
36836;Sim
36828;Sim
13175;NÃO
13174;NÃO
36826;Sim
36825;Sim
36811;Sim
36810;Sim
36809;Sim
36248;Sim
36247;Sim
36246;Sim
36235;Sim
36234;Sim
13156;NÃO
13155;NÃO
13154;NÃO
13152;NÃO
36233;Sim
34170;Sim
39406;Sim
39404;Sim
39397;Sim
39386;Sim
39377;Sim
39337;Sim
39335;Sim
39334;Sim
39333;Sim
39304;Sim
39303;Sim
39271;Sim
39243;Sim
39203;Sim
39202;Sim
39141;Sim
39140;Sim
39139;Sim
39138;Sim
39136;Sim
39135;Sim
39134;Sim
39106;Sim
39085;Sim
39060;Sim
39059;Sim
39034;Sim
38980;Sim
38967;Sim
38963;Sim
38954;Sim
38944;Sim
38875;Sim
38872;Sim
38812;Sim
38811;Sim
38810;Sim
38782;Sim
38781;Sim
38764;Sim
38759;Sim
38753;Sim
38752;Sim
38751;Sim
38729;Sim
38658;Sim
38651;Sim
38650;Sim
38643;Sim
38623;Sim
38622;Sim
38560;Sim
38542;Sim
38522;Sim
38520;Sim
38519;Sim
38518;Sim
38504;Sim
38503;Sim
38501;Sim
38500;Sim
38418;Sim
38417;Sim
38406;Sim
38343;Sim
38326;Sim
38275;Sim
38240;Sim
38235;Sim
38234;Sim
38231;Sim
38188;Sim
38182;Sim
13012;NÃO
13011;SIM
13010;SIM
13009;SIM
38180;Sim
38163;Sim
38162;Sim
38093;Sim
38092;Sim
38059;Sim
38054;Sim
38051;Sim
38050;Sim
38049;Sim
38048;Sim
38047;Sim
38046;Sim
37918;Sim
26559;NÃO
37917;Sim
37916;Sim
26149;SIM
26148;NÃO
26147;NÃO
37915;Sim
37914;Sim
26144;SIM
37913;Sim
37912;Sim
26141;SIM
26140;SIM
26139;SIM
37911;Sim
26137;SIM
26136;SIM
26135;NÃO
37876;Sim
37875;Sim
26131;SIM
37869;Sim
37824;Sim
37781;Sim
37736;Sim
26126;NÃO
26002;NÃO
25919;SIM
25828;NÃO
25827;NÃO
25826;NÃO
25683;NÃO
25505;NÃO
25504;NÃO
37735;Sim
25502;NÃO
37732;Sim
25500;NÃO
37704;Sim
25498;NÃO
25496;NÃO
37698;Sim
25089;SIM
25054;NÃO
37679;Sim
24828;SIM
24825;SIM
37662;Sim
37549;Sim
37548;Sim
24785;SIM
24784;SIM
24740;SIM
37488;Sim
37463;Sim
37434;Sim
24614;NÃO
37429;Sim
37419;Sim
37417;Sim
37415;Sim
37365;Sim
37348;Sim
37347;Sim
37346;Sim
37320;Sim
24583;NÃO
37316;Sim
24580;SIM
37315;Sim
24578;NÃO
37313;Sim
37312;Sim
24575;NÃO
37273;Sim
37267;Sim
37255;Sim
24570;NÃO
37244;Sim
24568;NÃO
37118;Sim
37117;Sim
24564;NÃO
37109;Sim
37003;Sim
24561;NÃO
24560;NÃO
36994;Sim
24558;NÃO
36976;Sim
24556;SIM
36961;Sim
36943;Sim
24552;NÃO
36893;Sim
36836;Sim
24549;NÃO
36828;Sim
36826;Sim
24544;NÃO
36825;Sim
36811;Sim
24538;NÃO
36810;Sim
24506;NÃO
36809;Sim
36248;Sim
36247;Sim
36246;Sim
36235;Sim
36234;Sim
36233;Sim
34170;Sim
40886;Sim
23064;NÃO
40884;Sim
40769;Sim
40767;Sim
40742;Sim
40721;Sim
23051;NÃO
23047;NÃO
23046;NÃO
40716;Sim
40636;Sim
40635;Sim
23042;NÃO
40564;Sim
40563;Sim
23031;NÃO
40528;Sim
40521;Sim
23027;SIM
23026;SIM
23025;SIM
40520;Sim
23023;SIM
23022;SIM
40519;Sim
40343;Sim
40340;Sim
23018;NÃO
23017;SIM
40334;Sim
40330;Sim
40319;Sim
40282;Sim
22517;NÃO
40219;Sim
40171;Sim
40170;Sim
22275;SIM
40131;Sim
22173;NÃO
22155;NÃO
22154;SIM
22144;SIM
40121;Sim
39923;Sim
39922;Sim
39920;Sim
20961;SIM
39919;Sim
39918;Sim
39911;Sim
20957;SIM
20956;SIM
20955;SIM
20954;SIM
20953;SIM
20952;NÃO
20951;SIM
39893;Sim
39892;Sim
20946;SIM
39877;Sim
39876;Sim
20943;SIM
20942;SIM
20941;SIM
20940;NÃO
20892;SIM
39875;Sim
19949;SIM
39865;Sim
19750;NÃO
19749;NÃO
19748;NÃO
39860;Sim
15373;NÃO
39849;Sim
39833;Sim
39832;Sim
39829;Sim
39791;Sim
39790;Sim
39784;Sim
39762;Sim
39761;Sim
13277;NÃO
39754;Sim
39752;Sim
39741;Sim
39740;Sim
39738;Sim
39737;Sim
39736;Sim
39735;Sim
39734;Sim
39733;Sim
39728;Sim
39726;Sim
39725;Sim
13193;NÃO
13189;NÃO
39723;Sim
39718;Sim
39714;Sim
39704;Sim
13175;NÃO
13174;NÃO
39701;Sim
39696;Sim
39691;Sim
39690;Sim
39683;Sim
39670;Sim
39669;Sim
39668;Sim
39659;Sim
39644;Sim
13156;NÃO
13155;NÃO
13154;NÃO
13152;NÃO
39626;Sim
39622;Sim
39621;Sim
39595;Sim
39594;Sim
39593;Sim
39592;Sim
39510;Sim
40886;Sim
40884;Sim
40769;Sim
40767;Sim
40742;Sim
40721;Sim
40716;Sim
40636;Sim
40635;Sim
40564;Sim
40563;Sim
40528;Sim
40521;Sim
40520;Sim
40519;Sim
40343;Sim
40340;Sim
40334;Sim
40330;Sim
40319;Sim
40282;Sim
40219;Sim
40171;Sim
40170;Sim
40131;Sim
40121;Sim
39923;Sim
39922;Sim
39920;Sim
39919;Sim
39918;Sim
39911;Sim
39893;Sim
39892;Sim
39877;Sim
39876;Sim
39875;Sim
39865;Sim
39860;Sim
39849;Sim
39833;Sim
39832;Sim
39829;Sim
39791;Sim
39790;Sim
39784;Sim
39762;Sim
39761;Sim
39754;Sim
39752;Sim
39741;Sim
39740;Sim
39738;Sim
39737;Sim
39736;Sim
39735;Sim
39734;Sim
39733;Sim
39728;Sim
39726;Sim
39725;Sim
39723;Sim
39718;Sim
39714;Sim
39704;Sim
39701;Sim
39696;Sim
13012;NÃO
13011;SIM
13010;SIM
13009;SIM
39691;Sim
39690;Sim
39428;SIM
39683;Sim
39670;Sim
39669;Sim
39668;Sim
39659;Sim
39644;Sim
39626;Sim
39622;Sim
39621;Sim
39595;Sim
39594;Sim
39593;Sim
39592;Sim
39510;Sim
38039;Não
38039;Não
40536;Não
40536;Não
47245;Não
47240;Não
47245;Não
47240;Não
11196;Não
11196;Não
10571;Não
10571;Não
7368;Não
7368;Não
8427;Não
8426;Não
8427;Não
8426;Não
9910;Não
9897;Não
9852;Não
9673;Não
9910;Não
9897;Não
9852;Não
9673;Não
9999;Não
9999;Não
10446;Não
10435;Não
10446;Não
10435;Não
10729;Não
